No,name, cid,MOLECULAR_FORMULA,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,,,,,,,,,,,,,,,,,
7627,"4-(1,1,3,3-Tetramethylpentyl)phenol",19911079,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7628,"Phenol, 4-[3,3-dimethyl-1-(1-methylethyl)butyl]",66837361,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7629,"Phenol, 4-[3-methyl-1-(1,1-dimethylethyl)butyl]",68172995,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7630,"Phenol, 4-[2-methyl-1-(2-methylpropyl)butyl]",68272631,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7631,"Phenol, 4-[3-methyl-1-(1-methylethyl)pentyl]",70820173,C15H24O,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7632,"4-(1-Ethyl-2,4-dimethylpentyl)phenol",71369300,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7633,"Phenol, 4-[1,2,2-trimethyl-1-(1-methylethyl)propyl]",86231972,C15H24O,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7634,"Phenol, 4-[3-methyl-1-(2-methylpropyl)butyl]",91195142,C15H24O,2,4,0,3,4,4,3,,,,,,,,,,,,,,,,,
7635,"Phenol, 4-(1,1,2,3,3-pentamethylbutyl)",91753326,C15H24O,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7636,"Phenol, 4-[1,3-dimethyl-1-(1-methylethyl)butyl]",91753336,C15H24O,2,2,0,3,4,4,3,,,,,,,,,,,,,,,,,
7637,"Phenol, 4-[1-(1-methylethyl)hexyl]",91753349,C15H24O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7638,"Phenol, 4-(1-ethyl-2,2-dimethylpentyl)",91753365,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7639,"Phenol, 4-(1-propyl-2,2-dimethylbutyl)",91753376,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7640,"Phenol, 4-[2,2-dimethyl-1-(1-methylethyl)butyl]",91753380,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7641,"4-(2-Methyl-1-(1,1-dimethylethyl)butyl)phenol",91753389,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7642,"Phenol, 4-(4-methyl-1-propylpentyl)",91753396,C15H24O,3,4,1,4,4,4,3,,,,,,,,,,,,,,,,,
7643,2-tert-Butyl-4-methyl-6-(alpha-methylbenzyl)phenol,519360,C19H24O,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7644,"3,3'-Difluoro-4,4'-dihydroxybiphenyl",520956,C12H8F2O2,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
7645,2-tert-Butyl-6-(2-hydroxy-5-methylbenzyl)-4-methylphenol,3539882,C19H24O2,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
7646,"4-(2,2,4-Trimethylpentan-3-yl)phenol",13773995,C14H22O,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7647,2-(4-Hydroxyphenyl)-2-(4-methylphenyl)hexafluoropropane,14832325,C16H12F6O,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7648,"4-(2,3-Difluorophenyl)phenol",18920834,C12H8F2O,3,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7649,"4-[1,1-Difluoro-2-(4-hydroxyphenyl)propan-2-yl]-2,3,5,6-tetrafluorophenol",53729104,C15H10F6O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7650,"4-[1,1,1,3,3,3-Hexafluoro-2-(4-fluorophenyl)propan-2-yl]phenol",85611885,C15H9F7O,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7651,"2-Fluoro-4-(2,4,4-trimethylpentan-2-yl)phenol",86014064,C14H21FO,3,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7652,"4,4'-(1,3,3-Trimethyl-1-propene-1,3-diyl)bis(phenol)",110011,C18H20O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7653,"Phenol, 2-cyclohexyl-4-(1,1-dimethylpropyl)-",3085659,C17H26O,4,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7654,4-(3-Methylpentan-3-yl)phenol,223543,C12H18O,4,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7655,4-[2-(4-Methylcyclohex-3-en-1-yl)propan-2-yl]phenol,294540,C16H22O,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7656,"2,2'-Methylenebis(4-isopropylphenol)",348959,C19H24O2,4,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7657,"4,4'-(1-Phenylethane-1,1-diyl)bis(2-methylphenol)",21943957,C22H22O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7658,4-[5-Hydroxy-1-(4-hydroxyphenyl)pentyl]phenol,263206,C17H20O3,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7659,2-METHYL-4-tert-HEXYLPHENOL,296356,C13H20O,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7660,4-[(4-Tert-butylphenyl)methyl]phenol,21679708,C17H20O,3,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7661,"trans-5-Hexyl-2,2'-stilbenediol",6444804,C20H24O2,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
7662,"4,4'-(Propane-2,2-diyl)di(~2~H_4_)phenol",45052210,C15H16O2,4,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7663,"4,4'-(Propane-2,2-diyl)di(~13~C_6_)phenol",46780840,C15H16O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7664,"4-(3',6'-Dimethyl-3'-heptyl)phenol-13C6",46781371,C15H24O,3,2,1,4,4,4,3,,,,,,,,,,,,,,,,,
7665,"4-(2,4,4-Trimethylpentan-2-yl)(~13~C_6_)phenol",46782622,C14H22O,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7666,Sodium 4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl sulfate,71309728,C15H15NaO5S,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7667,"2,6-dideuterio-4-[(2Z,4E)-2,5-dideuterio-4-(3,5-dideuterio-4-hydroxyphenyl)hexa-2,4-dien-3-yl]phenol",71309895,C18H18O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7668,"4-(3,6-Dimethyl-3-heptyl)phenol-3,5-d2",71312362,C15H24O,3,4,1,4,4,4,3,,,,,,,,,,,,,,,,,
7669,"4-tert-Octylphenol-3,5-d2",71312408,C14H22O,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7670,"Z,Z-Dienestrol-d2",71315978,C18H18O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7671,"4-(2,3,4-Trimethylpentan-2-yl)phenol",102249143,C14H22O,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7672,4-(2-Methylpent-3-yn-2-yl)phenol,145913137,C12H14O,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7673,"4,4'-{[(3s)-3-Ethylcyclohexylidene]methanediyl}diphenol",118988392,C21H24O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7674,4-[2-(4-Tert-butylphenyl)-1-(4-hydroxyphenyl)prop-1-enyl]phenol,137348335,C25H26O2,2,4,2,3,4,3,4,,,,,,,,,,,,,,,,,
7675,4-[(4-hydroxyphenyl)-[(3R)-3-methylcyclohexylidene]methyl]phenol,137348355,C20H22O2,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7676,2-Fluorohexestrol,165317,C18H21FO2,2,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7677,1-Iodohexestrol,171452,C18H20I2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7678,Formaldehyde;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol;4-(2-methylbutan-2-yl)phenol,171686,C27H34O4,2,4,2,3,4,3,4,,,,,,,,,,,,,,,,,
7679,4-Tert-butylphenol;formaldehyde;4-nonylphenol,171977,C26H40O3,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7680,4-Tert-butylphenol;formaldehyde;2-methylphenol,172067,C18H24O3,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7681,4-Tert-butylphenol;formaldehyde;4-octylphenol,172167,C25H38O3,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7682,"4-Tert-butylphenol;formaldehyde;phenol;4-(2,4,4-trimethylpentan-2-yl)phenol",172599,C31H44O4,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7683,4-Tert-butylphenol;formaldehyde;4-nonylphenol;oxirane,176291,C28H44O4,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7684,"4-[(3S)-3-(4-Hydroxyphenyl)penta-1,4-dienyl]phenol",442880,C17H16O2,3,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7685,Dihydrodibutylstilbestrol,3036448,C22H30O2,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
7686,"3,4-Bis(4-hydroxyphenyl)-3-hexenol",3037260,C18H20O3,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7687,"3,3'-Dihydroxy-alpha,beta-diethyldiphenylethane",3081072,C18H22O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7688,1-Hydroxypseudodiethylstilbestrol,6441741,C18H20O3,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7689,"3,4-Bis(4-hydroxyphenyl)-2,4-hexadienol",6441898,C18H18O3,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7690,"4-Tert-butylphenol;formaldehyde;1,2-xylene",6454036,C19H26O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7691,4-Tert-butylphenol;formaldehyde;4-(2-methylbutan-2-yl)phenol,6455184,C22H32O3,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
7692,Formaldehyde;4-(2-methylbutan-2-yl)phenol;4-nonylphenol,6455630,C27H42O3,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7693,4-Tert-butylphenol;formaldehyde;4-methylphenol,6455674,C18H24O3,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7694,Iodonorhexestrol,44144529,C17H19IO2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7695,Bromonorhexestrol,44144530,C17H19BrO2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7696,"Carbononitridic chloride--4,4'-(propane-2,2-diyl)diphenol (1/1)",44148008,C16H16ClNO2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7697,"Formaldehyde;4-nonylphenol;4-(2,4,4-trimethylpentan-2-yl)phenol",44152625,C30H48O3,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7698,"Benzene-1,4-diol;4-tert-butylphenol;formaldehyde",44153164,C17H22O4,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7699,"(2R,3S)-bifluranol",76965340,C17H18F2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7700,2-Fluoro-4-(1-phenylethyl)phenol,83382689,C14H13FO,4,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7701,"4-(2,2-Dimethylheptyl)phenol",91134588,C15H24O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7702,Drupanol,129685892,C18H24O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7703,"1,3-Trifluoro-2,2-bis-(4-hydroxyphenyl)propane",129857139,C15H13F3O2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7704,Fluorodiethylstilbestrol,129888075,C18H19FO2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7705,"4-[1,1-Difluoro-3-(1-methylcyclohexyl)prop-1-en-2-yl]phenol",138965439,C16H20F2O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7706,4-[(1S)-2-fluoro-1-phenylprop-2-enyl]phenol,162414136,C15H13FO,4,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7707,"4-[(4R)-4-ethenyl-4,7-dimethylocta-1,6-dien-2-yl]phenol",163008220,C18H24O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7708,"Formaldehyde;4-(2,4,4-trimethylpentan-2-yl)phenol;hydrobromide",170851527,C15H25BrO2,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7709,"4-Tert-butylphenol;formaldehyde;4-(2,4,4-trimethylpentan-2-yl)phenol",170851665,C25H38O3,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7710,Carbonyl dichloride;4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,170852872,C19H20Cl2O3,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7711,"4-Tert-butylphenol;formaldehyde;2-methylbuta-1,3-diene",170853018,C16H24O2,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7712,"Phenol, 4-(2-ethyl-1,1-dimethylbutyl)",91753382,C14H22O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7713,"1-(4-Hydroxy-3-tert-butylphenyl)-2-[4-hydroxy-3,5-di(tert-butyl)phenyl]ethane",629848,C26H38O2,1,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7714,"2,4-Ditert-butyl-6-(2-phenylethynyl)phenol",10804614,C22H26O,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7715,4-tert-Butyl-2-(diphenylphosphoryl)phenol,15065476,C22H23O2P,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7716,Dihydroxydimethylstilbene,11097,C16H16O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7717,"3,4-Bis-(m-hydroxyphenyl)-hex-3-ene",133380,C18H20O2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7718,p-Tert-octylphenol phenol formaldehyde,169941,C21H30O3,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7719,"4-[2-(4-Hydroxy-3,5-ditert-butyl-phenyl)ethenyl]-2,6-ditert-butyl-phenol",225284,C30H44O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7720,"2,6-Ditert-butyl-4-[(4-hydroxyphenyl)methyl]phenol",1900569,C21H28O2,3,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7721,"4-(1,1,3-Trimethylpentyl)phenol",3553787,C14H22O,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7722,"[1,1'-Biphenyl]-2,2'-diol, 5-(2-propenyl)-5'-propyl-",9795379,C18H20O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7723,2-(4-Tert-butylphenyl)phenol,9855987,C16H18O,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7724,NoName_941,9859121,C14H22O,4,4,3,3,4,4,4,,,,,,,,,,,,,,,,,
7725,3-(4-Tert-butylphenyl)phenol,9964584,C16H18O,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7726,2-(2-Hydroxyphenyl)-4-methylphenol,10035680,C13H12O2,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7727,"4-[(1R,2R)-2-phenylcyclopropyl]phenol",10330757,C15H14O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7728,4-(4-Methylpent-3-enyl)phenol,10631110,C12H16O,4,1,1,4,4,4,4,,,,,,,,,,,,,,,,,
7729,"Phenol, 4,4'-(4-hydroxycyclohexylidene)bis-",10731776,C18H20O3,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7730,"4,4-Bis(4'-hydroxyphenyl) pentanol",10945586,C17H20O3,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7731,4-[1-(4-Hydroxyphenyl)pentyl]phenol,11032503,C17H20O2,2,2,4,4,4,4,4,,,,,,,,,,,,,,,,,
7732,"4-Tert-butyl-2,6-bis[(2-hydroxy-5-methylphenyl)methyl]phenol",11825321,C26H30O3,1,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7733,"3,4-Bis(1,1-dimethylethyl)phenol",11959018,C14H22O,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7734,4-[3-(4-Hydroxyphenyl)-5-methylphenyl]phenol,12187055,C19H16O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7735,"[1,1'-Biphenyl]-4-ol, 3,5-bis(1,1-dimethylethyl)-2'-methyl-",12258922,C21H28O,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7736,"5,5'-Di-t-butyl-4,4'dihydroxybiphenyl",12321319,C20H26O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7737,"4,4'-(4-Hydroxyhexane-3,3-diyl)diphenol",12495281,C18H22O3,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7738,"4-(1,1-Diethylbutyl)phenol",12642565,C14H22O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7739,"4,4'-Dihydroxy-3,3',5,5'-tetra-t-butyldiphenylethane",12652007,C30H46O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7740,2-t-Butyl-4-isopropenylphenol,12981674,C13H18O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7741,4-(4-n-Pentylphenyl)phenol,13067205,C17H20O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7742,"1,8-Bis(p-hydroxyphenyl)octane",13433903,C20H26O2,3,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
7743,2-[1-(4-Hydroxyphenyl)propyl]phenol,13530917,C15H16O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7744,"[1,1'-Biphenyl]-4-ol, 4'-ethenyl-",13930802,C14H12O,3,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7745,p-(3-Methylcyclohexyl)phenol,14115991,C13H18O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7746,"4,4'-[1-([1,1'-Biphenyl]-4-yl)ethane-1,1-diyl]diphenol",14204136,C26H22O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7747,"4,4'-Decamethylenediphenol",14220038,C22H30O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7748,"2,6-Ditert-butyl-4-(3,5-ditert-butyl-2-hydroxyphenyl)phenol",14897456,C28H42O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7749,(4-Hydroxydiphenyl)propane,15187138,C15H16O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7750,"4,4'-(2,2-Dimethylpropane-1,1-diyl)diphenol",15597034,C17H20O2,4,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7751,4-(1-Phenylethenyl)phenol,15621358,C14H12O,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7752,"2,2'-(Propane-1,3-diyl)diphenol",15725801,C15H16O2,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7753,Tetrakis-(4-hydroxyphenyl)ethane,15766609,C26H22O4,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7754,Ethoxylated Bisphenol A,16212671,C17H22O4,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7755,Di-tert.-butylphenylphenol,17820837,C20H26O,3,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7756,"4,2'-Dioxy-3,3'-dimethyl-diphenylmethan",17849684,C15H16O2,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7757,4-Propyl-2-t-butylphenol,18177565,C13H20O,4,3,2,3,4,4,4,,,,,,,,,,,,,,,,,
7758,"5,5'-Bis(1,1,3,3-tetramethylbutyl)-[1,1'-biphenyl]-2,2'-diol",18322580,C28H42O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7759,"4-[(2-Hydroxy-5-methylphenyl)methyl]-2,6-dimethylphenol",18406350,C16H18O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7760,t-Nonylphenol,18431820,C15H24O,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7761,4-Hydroxy-3-propyl-biphenyl,18476681,C15H16O,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
7762,2-Methyl-4-p-hydroxyphenylpentane,18739308,C12H18O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7763,"4-(3,5-Dimethylphenyl)phenol",18994501,C14H14O,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7764,2-Methyl-4-(3-methylphenyl)phenol,18994519,C14H14O,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7765,Allylbisphenol a,19018147,C18H20O2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7766,"2-Phenyl-6-(2,4,4-trimethylpentan-2-yl)phenol",19385215,C20H26O,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
7767,Bis(4-hydroxyphenyl)pentanenitrile,19818917,C17H17NO2,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7768,"1,2-(p-Hydroxyphenyl)-2-phenylbut-1-ene",19855738,C16H16O,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7769,2-Hexyl-4-t-butylphenol,19895171,C16H26O,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7770,"2,6-Dibenzyl-4-t-butylphenol",20225927,C24H26O,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7771,p-(2-Isopropyl-5-methylcyclohexyl)-phenol,20242356,C16H24O,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7772,Dioxydiphenyl-dihexylmethan,20433157,C25H36O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7773,"3',5-Dimethyl-2-hydroxybiphenyl",20464009,C14H14O,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7774,3-t-Dodecylphenol,20496855,C18H30O,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7775,2-Tert-butyl-6-(3-tert-butyl-2-hydroxy-5-propan-2-ylphenyl)-4-propan-2-ylphenol,20504434,C26H38O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7776,"1,2-Bis(5-t-butyl-2-hydroxy-phenyl)ethane",20670566,C22H30O2,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7777,"4-(4-Hydroxy-3-methylbenzyl)-2,6-dimethylphenol",21134744,C16H18O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
7778,"3,3'-(Propane-2,2-diyl)diphenol",21265429,C15H16O2,3,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7779,p-Tetramethylbutylphenol,21440322,C14H22O,3,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7780,4-(2'-Methylcyclohexyl)-phenol,21692006,C13H18O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7781,"2-(4-Hydroxyphenyl)-2-(2,4-dihydroxyphenyl)-propane",21885520,C15H16O3,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7782,"1,1-Bis(4-hydroxy-3-methylphenyl)-3,3,5-trimethylcyclohexane",21885535,C23H30O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7783,(Tetramethyl-butyl)-phenol,21902516,C14H22O,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7784,Bis(4 hydroxyphenyl)propionitrile,21951226,C15H13NO2,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7785,"1,1'-Spirobi[1h-indene]-6,6'-diol",21981766,C17H12O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7786,Dihydrodiethyl stilbestrol,21983165,C18H22O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7787,"4,4'-Ethylenbis(2-methylphenol)",21989096,C16H18O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7788,Formaldehyde;4-[(4-hydroxyphenyl)methyl]phenol,22035438,C14H14O3,3,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7789,4-(4-Hydroxyphenyl)benzyl alcohol,22062130,C13H12O2,2,3,2,3,4,4,3,,,,,,,,,,,,,,,,,
7790,4-(1-Hydroxy-1-phenylpropyl)phenol,22381628,C15H16O2,2,3,0,3,4,4,4,,,,,,,,,,,,,,,,,
7791,2-(4-Hydroxy-benzyl)-4-methyl-phenol,22400020,C14H14O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
7792,Bisphenol-a ethyleneoxide,22406341,C17H20O3,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7793,4-[2(Hydroxyphenyl)-ethyl]phenol,22492713,C14H14O2,3,2,1,4,4,4,3,,,,,,,,,,,,,,,,,
7794,"2,2-Bis(4-hydroxyphenyl)nonadecane",22619079,C31H48O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7795,"2,4'-Dihydroxy-3,5-dimethyl-diphenylmethan",22925916,C15H16O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
7796,"2,2'-Diethyl-4,4'-dihydroxybiphenyl",22995266,C16H18O2,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7797,"4-(4-Hydroxyhepta-1,6-dien-4-yl)phenol",23007794,C13H16O2,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7798,"2,2'-Divinyl-4,4'-biphenol",23284191,C16H14O2,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7799,"1,4-Biphenol",23287307,C12H12O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7800,Bisphenol-a hydroxyether,53646368,C15H16O3,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7801,4-(1-Hydroxy-1-phenylethyl)-2-methylphenol,54291904,C15H16O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7802,2-(4-Hydroxyphenyl)butane-2-ol,56981750,C10H14O2,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7803,1-(4-Hydroxyphenyl)-hydroxycyclohexane,57033492,C12H16O2,4,4,1,4,3,4,4,,,,,,,,,,,,,,,,,
7804,p-Oxyphenyl-Kresol,57175754,C13H12O2,3,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7805,"2,8-Di-t-butyl-4-methylphenol",57528247,C15H24O,3,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7806,2-Methyl-3-p-hydroxyphenylpentane,58749799,C12H18O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7807,3-Phenyl-5-t-butyl phenol,66593710,C16H18O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7808,Carbonic acid;4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,67614020,C19H22O5,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7809,4-(2-Methylbut-3-en-2-yl)phenol,67928789,C11H14O,4,1,0,4,4,4,4,,,,,,,,,,,,,,,,,
7810,Phenol;prop-1-en-2-ylbenzene,68128389,C15H16O,2,4,0,3,4,4,4,,,,,,,,,,,,,,,,,
7811,"4,4'-Dihydroxy-e-methylstilbene",68376808,C15H14O2,3,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7812,Di-(p-oxyphenyl)-hexen,68811283,C18H20O2,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
7813,"Carbonic acid;4-[1-(4-hydroxyphenyl)-3,3,5-trimethylcyclohexyl]phenol",68828701,C22H28O5,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
